tweet_text	target
rt @telus: rt @calgarypolice: please evacuate the following areas of #yyc: http://t.co/v8cvagclxb #yycflood please rt	caution_advice
rt @globalcalgary: maps: evacuated areas in the city of calgary: http://t.co/4thr9fcxmc #yyc #yycfloods	affected_individuals
rt @donnamct: rt @smbyyc: please note - #smbyyc #41 has been cancelled!  up to 100k ppl affected by #yycflood - we need ppl to stay safe! p…	affected_individuals
rt @cityofcalgary: city of calgary not under boil water order. @ahs_media #yyc  http://t.co/6iye7chc16 #yycflood	caution_advice
rt @jeffalewis: peace bridge again, looking southwest #yycflood http://t.co/qkcjwurw3h	infrastructure_utilities
rt @calgaryjournal: city of red deer declares state of emergency: http://t.co/xcbyovsnea #abflood #abstorm #yqf	caution_advice
now i will devoted my effort to keeping people up-to-date on the flooding in alberta. very sad, and i hope everyone is safe.	sympathy_prayers
rt @michellerempel: pictures are not worth the risk to your person or to our emergency responders. avoid the river. #yycflood	caution_advice
rt @cbcmeg: follow him: “@cstshaw: taking over tweeting for @calgarypolice during #yycflood since we've reached twitter limit on our main a…	other_useful_info
“@globaledmonton: watch: live stream of the bow river: http://t.co/b3llph1zbe #abflood”	other_useful_info
rt @cstshaw: taking over the tweeting for @calgarypolice during #yycflood since we have reached the twitter limit on our main account. #yyc	other_useful_info
rt @nhlflames: .@calgarypolice have exceeded their tweet limit - follow @cstshaw for #yycflood updates.	other_useful_info
rt @navyboy88: according to officials, flooding in #yyc expected to reach 6 ave, those not familiar with calgary, that's roughly 1 km inlan…	caution_advice
rt @telus: big thanks to our team in #yyc who worked to fortify our network for #abflood - loads of sandbags! we will be monitoring it.	sympathy_prayers
rt @globalcalgary: update: the calgary drop-in centre has been evacuated due to flooding concerns. #yyc #yycflood #abflood	infrastructure_utilities
stay safe, alberta. #abflood	sympathy_prayers
rt @cityofcalgary: please avoid downtown if you can tomorrow. there will be a number of road closures. #yycflood #yyc	caution_advice
rt @nenshi: please stay clear of downtown tomorrow (if you can). there will be a number of road closures. #yycflood #yyc	caution_advice
rt @cstshaw: thanks to @edmontonpolice for sending your troops to help us with #yycflood #yyc	sympathy_prayers
rt @nicolerrabbit: @sandraklis: the river now! getting dark and headin for higher ground now, everyone stay safe! #yyc #yycflood http://t.…	infrastructure_utilities
rt @daorcey: .@calgarytransit expecting service disruptions tomorrow http://t.co/nmnbvkt0mz #yycflood	infrastructure_utilities
rt @nenshi: please stay clear of downtown tomorrow (if you can). there will be a number of road closures. #yycflood #yyc	caution_advice
rt @theturner: among other odd details of the #abflood, let’s remember it was the night @calgarypolice went to twitter jail.	other_useful_info
rt @isosanity: langevin bridge, 10:30 pm #abflood #yycflood #yyc http://t.co/10qh8zbdzr	infrastructure_utilities
rt @josecanseco: heart goes out to the flood victims in alberta.  praying for the rain to stop	sympathy_prayers
rt @epochtimes: canmore flood could force 100,000 from homes in canada http://t.co/x3ulopkuoz | epoch times	affected_individuals
rt @calgarypolice: and also evacuate this area of bowness. #yycflood 2/2 http://t.co/hgzvojaljd	infrastructure_utilities
yep this is all i could think of haha stay safe errbody #yycfloods #yyc #abstorm #abfloods http://t.co/aee01gpgkr	sympathy_prayers
rt @acoyne: two by two? @tonyherald: calgary zoo is actually moving animals to higher ground now #yyc #abflood	other_useful_info
rt @downtowncalgary: please be safe tonight and please work from home on friday due to road closures w#yycflood http://t.co/g2elgaaogq	infrastructure_utilities
good news from okotoks, where the sheep river appears to have peaked, waters receding: http://t.co/e79r5zw110 #abflood	infrastructure_utilities
@cityofcalgary @calgarypolice @calgaryfire #yycflood hope yyc fire department and ems requested larger twitter traffic limit 4 future emrgnc	caution_advice
lol alberta flood 2013	not_applicable
@premier_redford expected to be touring high river and area tomorrow. #abflood	other_useful_info
“@_tosin: if any hot chicks in #calgary need lodging from #flooding you can have my bed i'll sleep on the floor tonight” #classy #pricesless	donations_volunteering
rt @daybreak_dude: #dbn former host russel bowers joins the show to give us eyewitness account of #calgary flooding. #cbc	other_useful_info
rt @nenshi: heads up! “@cstshaw: taking over the tweeting for @calgarypolice during #yycflood - we reached the twitter limit on our main ac…	other_useful_info
rt @cityofcalgary: reminder: all cbe and catholic school board schools closed.please rt and let the children know. #yyc #yycflood	infrastructure_utilities
rt @nenshi: please stay clear of downtown tomorrow (if you can). there will be a number of road closures. #yycflood #yyc	caution_advice
rt @harpoooon: i feel like nobody realized it was the first day of summer in calgary #yycflood #notsummer	other_useful_info
rt @ciawesome: road closure: many parts of elbow drive are under flood watch and are closed off. stay away! use alternate routes #abflood #…	caution_advice
rt @amandatem_: today's most tweeted topics on my twitter: calgary's flood, instagram's video and north west.	other_useful_info
thanks for making fun of us, google. #jerks #yycflood http://t.co/aldztv0kja	other_useful_info
pray for alberta. #flood	sympathy_prayers
front page of http://t.co/iy2oaynmrh lead story. yikes. #yyc #yycflood	other_useful_info
rt @cityofcalgary: reminder: all cbe and catholic school board schools closed.please rt and let the children know. #yyc #yycflood	infrastructure_utilities
rt @unikorngirl: shouldice bridge is closed &amp; between 48 av nw and bearspaw dam rd nw is closed #yycflood	infrastructure_utilities
rt @metro_nolais: flyover into downtown off memorial closed, downtown could be hit bad #yycflood	caution_advice
rt @cnnbrk: mandatory evacuations in 20 communities in alberta because of flooding; 100,000 could evacuate in calgary. http://t.co/rcrpb3mc…	affected_individuals
rt @popingay: feels strange being evacuated from the 33rd floor. trust me, if the water gets there we're all screwed. #yyc #yycflood #abflo…	affected_individuals
rt @codyincalgary: avoid everything that is non-essential tomorrow and don't go anywhere if you don't have to. #yycflood	caution_advice
@cstshaw what is happening to the animals at the zoo? #yycflood	affected_individuals
a tribute to #calgary #yyc #flooding #okotoks  http://t.co/ify49ppq2f	sympathy_prayers
“@4theluvoffooty: yyc you're in good hands. one of the best mayors out there #abflood” @nenshi	sympathy_prayers
rt @calgarysun: please stay safe, everyone! calgary sun reporter will be staffing city flood briefings this morning &amp; tweeting from there. …	sympathy_prayers
rt @saitpolytechnic: we've opened residences to those evacuated due to #yycflood. if you need lodging visit an #abemerg response centre fir…	donations_volunteering
rt @reidfiest: driving in kensington. all the power is off. weird scene. no flooding yet. #yycflood http://t.co/rfizqmcevx	other_useful_info
rt @calgarypolice: thank you #yyc for the kind compliments this evening. they will help us go through the night. #yycflood	sympathy_prayers
alberta flooding - canmore bragg creek high river floods calgary 2013 fl...: http://t.co/jh0ud0gtos via @youtube  النهر انجن	other_useful_info
haven't heard much about the homeless during #yycflood. glad @calgarydropin is looking out for them tonight.	affected_individuals
rt @nishnabi: alberta gas leak continues as extreme flooding prevents shutdown http://t.co/ehfwzqgllw	infrastructure_utilities
this is gonna be a boring weekend if i can't go downtown to drink #yycflood #firstworldproblems	not_applicable
as many as 100,000 people could be forced from their homes by heavy flooding in western canada. water levels peak today at noon.	caution_advice
rt @theharpergov: my pmo working furiously tonight  to reveal the truth of justin trudeau's connection to southern alberta flooding.	not_applicable
flooding may force 100,000 from west canada homes - http://t.co/rlklkzh9pn	affected_individuals
#news canada floods 'could force 100,000 from homes': as many as 100,000 people could be forced to fle... http://t.co/rak5ienm37 #follow	affected_individuals
rt @globalparker: an up close look at the centre street bridge, flowing through lower deck. courtesy: alex halat #yycflood http://t.co/a9h8…	infrastructure_utilities
the city's @stsomers says a number of bridges (especially around the core) are closed. bridges along deerfoot being assessed. #yycflood	infrastructure_utilities
rt @calgarypolice: clarifying a rumour for #yyc. there are no zoo animals being sheltered at the courts. #yycflood	other_useful_info
ooda loop: west canada flooding forces 100,000 to flee homes | http://t.co/4p8cfydnkk	affected_individuals
alberta awakes to more rain as flood crests near http://t.co/ejlryijbef #yeg	other_useful_info
straight from @nenshi , to all calgarians: avoid all travel that is not absolutely necessary #calgary #abflood	caution_advice
west canada flooding forces 100,000 to flee homes http://t.co/u4oulbyohe (via @news360)	affected_individuals
rt @finedineryyc: apologies friends but, we will be closed today. inglewood is shut down. #yycflood	infrastructure_utilities
rt @greenpeace: heavy flooding in canada may force 100,000 people to leave their homes: http://t.co/xl2laxtc5w #climatechange	affected_individuals
unreal situation with all the flooding in calgary. grateful that my home is safe.	sympathy_prayers
rt @rosahwangctv: stunning images from the #yycflood zone: http://t.co/ukydgghlt2 #calgary	other_useful_info
rt @cityofcalgary: for mandatory evacuation information including locations and maps check here regularly: http://t.co/adxk0wserr #yycflood	caution_advice
rt @tpm: photo: extreme flooding in canada may force 100,000 from homes today. this man swims after his cat: http://t.co/0smvieahzn	affected_individuals
rt @buzzbishop: this is not how you win friends. #wtf #yycflood mt @calgaryparking: regular parking rates are in effect today.	other_useful_info
rt @canadogreg: must see flooding pic from high river, ab rt @natashachiam: rt @tracyohn: high river #abstorm #abflood http://t.co/x80e0uv8…	infrastructure_utilities
watch: house floats down river during alberta flood http://t.co/0z6r47ekdy	infrastructure_utilities
rt @jengerson: 2nd ave. #yycflood http://t.co/3c4celutth	infrastructure_utilities
rt @calgarypolice: clarifying a rumour for #yyc. there are no zoo animals being sheltered at the courts. #yycflood	other_useful_info
rt @yuppielove: omg! “@aimeedodge: @emilymcteer “@kb_dutch: #yyccc #yycflood corner of 17 and macleod  @ 6:30 am june 21.http://t.co/lo8clx…	not_applicable
rt @calgaryherald: stay away from downtown, says #yyc mayor. latest news here: http://t.co/kttk48cqko #yycflood stay informed for free.	caution_advice
rt @weathernetwork: rt @fionnscalgary looking at bowness park flooding http://t.co/0uyyizd6po #yycflood	infrastructure_utilities
rt @yahoonews: watch: house washed away by flooding river in southern canada crashes into bridge http://t.co/axcm5s8n7o	infrastructure_utilities
praying for alberta. #flooding	sympathy_prayers
to all my friends in calgary &amp; alberta. stay dry! city remains on flood alert from rising rivers  http://t.co/poirfkcrln via @ctvcalgary	sympathy_prayers
has there been any reported deaths as a result of the floods? #abflood #yyc	affected_individuals
alberta floods: how did it happen?  ...   http://t.co/7snqihq4un via @weathernetwork	other_useful_info
rt @mariekewalsh: wow! rt @cmaconthehill: rt “@660news: stunning! rt @trivestwealth what was once memorial drive. #yycflood http://t.co/eht…	other_useful_info
rt @weathernetwork: rt @pahnita: panorama of the city from scotsman's hill. #yycflood http://t.co/kfon4brchw	other_useful_info
somewhat positive note: i now have a badass story to tell my grand kids while i'm hanging in the old folks home. #abflood	other_useful_info
flooding from extreme rainfall is a hazard for on too. emergency in #alberta should be a call to get a 72 hour kit. better to be prepared.	caution_advice
rt @sbaranski: .@premier_redford &amp; @pmharper pledge coordinated response to flooding  http://t.co/2mnrmtfwyk #ableg #abflood #cdnpoli	donations_volunteering
@cityofcalgary my discovery ridge home is dry :d my waterfront condo isn't ;( #yycflood	infrastructure_utilities
update: #yyc flood evacuation areas #abflood http://t.co/c2mzmwkvo9	caution_advice
the bow from our deck! she's not happy! #yycflooding http://t.co/nekqkigkh9	affected_individuals
widespred flooding in alberta. no school	caution_advice
rt @farahdhalla: #calgarians say this is #insane. taking pics of the river waters down #macleod tr. @weathernetwork #abflood http://t.co/ye…	infrastructure_utilities
#yycflood #deerrun http://t.co/t1ijlaiqlb	not_applicable
rt @paulatrotter: oh my gosh! my sister just sent me this pic of macleod at 9th ave se. insane. #yycflood #downtownyyc #abflood http://t.co…	other_useful_info
#yycflood reporters: when you come to the next pressr, cd ya bring some ibuprofen? cluster of your competitors will pay all our dollars	donations_volunteering
loverpie's photo #yyc #calgary #flood http://t.co/tokd4upfaz	other_useful_info
rt @littlemissmocha: rt @seamusoregan: breaking: 1,200 troops being deployed to help with flooding in alberta. @ctvnews	donations_volunteering
rt @kendraoh: never seen the city this bad! ... macleod on 17th. stay safe everyone.     #yycflood http://t.co/dxaypbfpf9	infrastructure_utilities
rt @calgarysun: you may want to avoid deerfoot tr. the calf robe bridge is closed #yyc #abflood	caution_advice
oh my! so close to me! “@shanekeller: humpty's on mcleod trail underwater #yycflood #yyc #photo http://t.co/odoune46lk”	not_applicable
rt @calgaryherald: alert via @cityofcalgary: calf robe bridge closed. be careful and drive safely. #yycflood #chlive  free news today http:…	infrastructure_utilities
our thoughts are with the residents of all the affected neighborhoods in the alberta flooding. #yycflood #abflood	sympathy_prayers
this bridge is only a few blocks away from my family's place in #calgary! such crazy flooding. stay safe everyone! https://t.co/rpwdcnhv4t	infrastructure_utilities
serious amounts of flooding and evacuations of several neighborhoods taking place throughout calgary. http://t.co/2m0ek7y0l7	affected_individuals
rt @cstshaw: all #yyc schools are closed tomorrow and we are asking all people to avoid coming into the downtown core if possible. #yycflood	infrastructure_utilities
watching footage of the #yycflood crazy stuff. stay safe calgary. red cross donations are being accepted for anyone interested.	donations_volunteering
flooding in discovery ridge in calgary june 20 2013: http://t.co/uwgqilhrqz via @youtube #yyc #flood #calgaryflood #yycflood	infrastructure_utilities
rt @kelly_doody: unbelievable rt @xojesxo: ugh @whogivesaknit rt @paulatrotter: memorial drive by prince's island #yycflood #abflood http:/…	infrastructure_utilities
rt @mapsgirl: show your support to people affected by alberta floods by donating to @redcrosscanada: http://t.co/tu8xgegutw #abflood pls rt…	donations_volunteering
rt @waterportal: rt @berkleyroth a dirt berm on the elbow river broke in the mission neighborhood of calgary, flooding the safeway.  #yyc #…	infrastructure_utilities
rt @simonostler: calgary rt @ctvstephbrennan: this is riverfront avenue http://t.co/tbg5ajzfw4  #yycflood	infrastructure_utilities
family is safe and i have a full box of yorkshire tea. #readyforanything #yycflood	affected_individuals
rt @bingofuel: any organizations doubting the usefulness and benefit of social media today clearly aren't aware of #abflood	other_useful_info
rt @robotpilot: rt @donc_twit: seriously, the http://t.co/b1ileplgtu doodle could not be more unfortunate today #yycflood #abflood #fail #d…	other_useful_info
rt @sarfoss: rt @sjrtitan: #yycflood help is on full force and coming http://t.co/h8i0vpt17l #smem and there go the troops #abfloods	donations_volunteering
what i didn't think about when leaving yesterday - electricity shut off...goodbye food in fridge and freezer #yycflood #mission	sympathy_prayers
so much water in the streets that i walk every day in downtown. by the looks of it, i'm sure my school flooded 😖 #yycflood	infrastructure_utilities
red cross responding to alberta flooding http://t.co/jw7ziyk2x7	donations_volunteering
rt @teedot: a picture from downtown calgary this morning #yyc #abflood http://t.co/oucx4jpnuq	other_useful_info
rt @crudereporter: i can smell gas as calgary's hazmat response team arrives at the federal govts harry hays building #yycfloods http://t.c…	infrastructure_utilities
rt @globalcalgary: watch live - @premier_redford speaks about southern alberta flooding - http://t.co/tjxeothoqp	not_applicable
in times of crisis people are judges by how they react. albertans are the most patient,and supportive people in the world. #yycflood	sympathy_prayers
#latest #news flooding may force 100000 from west canada homes - abc news: abc newsflooding may force 1... http://t.co/bskppkm0fu #bnews	affected_individuals
rt @arlenedickinson: this. is. mcleod. trail.  omg.  #yycflood http://t.co/pymywkvhra	infrastructure_utilities
rt @calgarypolice: power has been shut off in evacuated communities for the safety of citizens and first responders. #yycflood	infrastructure_utilities
rt @spruuuuuce: stampede race track #abflood #yycflood http://t.co/orrsgytw0j	infrastructure_utilities
the pics of #calgaryflood are nuts! thoughts are with the thousands affected. #yycflood	sympathy_prayers
rt @calgary_realtor: a google map showing #yyc evacuated area's. extensive - much downtown. #yycflood #evacuated #community #yycre https://…	infrastructure_utilities
on hour 28, you get a 2nd wind. - @nenshi. sending so such love to all 1st responders &amp; city workers working on the #yycflood.	sympathy_prayers
rt @findingcam: elbow falls in calgary,canada pre flood and now a few hours ago. stay safe calgary via @chadmsaunders #calgaryflood http://…	sympathy_prayers
rt @calgary_realtor: a google map showing #yyc evacuated area's. extensive - much downtown. #yycflood #evacuated #community #yycre https://…	infrastructure_utilities
rt @weathernetwork: rt @kb_dutch #yycflood corner of 17 and macleod  @ 6:30 am june 21.  welcome to the first day of summer. http://t.co/l9…	infrastructure_utilities
rt @globalcalgary: calgary flooding puts police in twitter jail, crashes city website: http://t.co/qnieplldar #yycflood	other_useful_info
the flood in calgary is a lot more serious than we're led to believe. they are just sandbagging.	other_useful_info
rt @bridgingfoxes: army trucks on the roll #reddeer #costco prayers for those helping #abflood http://t.co/fsncvrz7s3	donations_volunteering
rt @iainilich: despite #yycflood mayhem, @shawhelp repair guy arrived on time to replace flaky pvr. thanks!	not_applicable
rt @crackmacs: you'd never know its flooding mere blocks from us. looking east on 6th ave sw #yyc #yycflood http://t.co/nf5zofa5tx	infrastructure_utilities
rt @cfhorgan: here's a shot of 1 st se this morning #yycflood http://t.co/6as0xwjji0	infrastructure_utilities
rt @kathrynmombo: thoughts and prayers are with everyone affected by the floods! #staysafe! #abflood	sympathy_prayers
rt @buzzbishop: saddledome flooded to row 10. dressing rooms destroyed. #yyc #yycflood so, about that new rink?	infrastructure_utilities
rt @jamieniessen: 75,000 evacuated, only 1,500 in shelters. that's my calgary #yycflood	affected_individuals
rt @theofleury14: breaking: water is up to row 10 at saddledome. dressing rooms completely submerged. #yycflood #nhl”	infrastructure_utilities
rt @cityofcalgary: attn: the upper deck of the centre st. bridge is closed. #yycflood	infrastructure_utilities
rt @farmlead: devastating. eerily similar-looking to '97 mb flood rt @stephhansenfm: arial view of high river, ab. wow. #abflood http://t.c…	infrastructure_utilities
rt @dinnerwithjulie: amazing panoramic shot from scotsman's hill right now. #yycflood http://t.co/t2yibxulqo	infrastructure_utilities
oh dear rt @theofleury14: breaking: water is up to row 10 at saddledome. dressing rooms completely submerged. #yycflood #nhl”	infrastructure_utilities
rt @mookalicious: here's what parts of calgary look like right now.  we are all crushed with the images but we are strong!!  #abflood http:…	infrastructure_utilities
rt @ahs_media: city of calgary not under boil water order. #yyc #abflood	caution_advice
rt @weathernetwork: rt @alwinbouchard river in sundre alberta http://t.co/zzfkoqq1d5 #abflood	other_useful_info
rt @jasonthistle: just incredible rt @chmelle: rt @irisheagle high river rt @stephhansenfm: arial view of high river. wow. #abflood http://…	other_useful_info
rt @theofleury14: breaking: water is up to row 10 at saddledome. dressing rooms completely submerged. #yycflood #nhl”	infrastructure_utilities
@margotmicallef omg, margot, this looks and sounds terrible. my thoughts are with you and all the people affected by the #abflood	sympathy_prayers
stay safe and dry today calgary. #abflood	sympathy_prayers
rt @theofleury14: breaking: water is up to row 10 at saddledome. dressing rooms completely submerged. #yycflood #nhl”	infrastructure_utilities
rt @beltline_pres: . #beltline 13 #yycflood . inundation in beltline victoria park . http://t.co/uqokxnuhsc	infrastructure_utilities
rt @esther_madziya: wow, shocking to see the flood waters in downtown calgary. #yycflood http://t.co/otujfpevnv	sympathy_prayers
rt @fletjan: alberta premier warns of downstream floods to come http://t.co/1gblp4thch #ab #environment #flood #disaster #cdnpoli	caution_advice
rt @madelncanada: stay safe, alberta. #abflood #yycflood	sympathy_prayers
rt @jody_macpherson: want to help out? a crowdsourced page of ways you can help clean up calgary https://t.co/0j5ocgpgxh #yyc #yycflood #ab…	donations_volunteering
rt @earthskyscience: flood waters expected to peak around noon (local time) today in alberta, canada.  http://t.co/dyqqerziee	caution_advice
rt @cbcalerts: harper en route to calgary to tour flood damage   . will accompany alberta premier redford #abflood #cdnpoli	other_useful_info
rt @jeffstokoe: water flowing over spillway at the dickson  dam #abflood #reddeer river @reddeeradvocate http://t.co/kgeqms5w5f	other_useful_info
rt @mookalicious: please say a little prayer for our friends at the calgary stampede!  they could use it! #abflood http://t.co/0mrryznloj	sympathy_prayers
rt @weathernetwork: police cruiser abandoned off memorial drive in #yyc. photo by brigette jobin #yycflood http://t.co/k2epd3gghk	other_useful_info
drop-in has evacuated to: 4804 edmtrail ne, need pillows and blankets!! @globalcalgary @ctvcalgary #yychelps #yycfloods	donations_volunteering
rt @ericfrancis: so much history destroyed at the dome including massive championship team photo from 1989 signed by most players. #yycflood	infrastructure_utilities
rt @ericfrancis: nashville north and dome flooded rt @dinnerwithjulie: view of the saddledome at 9am from @studioama1 #yycflood http://t.co…	infrastructure_utilities
rt @hot__springs: flood waters from cougar creek continue to wreck havoc along its banks! http://t.co/bmivd2oeeq #abflood #abstorm #canmore	caution_advice
rt @irisheagle: @weathernetwork before/after downtown calgary. 9th ave se at 4th st #yycflood #yyc via @alaindupere: http://t.co/tqsymhotdj	infrastructure_utilities
rt @claudlemire: the upside of tragedy, the many acts of kindness #yycflood #abflood http://t.co/cfkk9zubrh	sympathy_prayers
thousands evacuated in canada floods – in pictures: widespread flooding in southern alberta, caused by torrent... http://t.co/jfzvuki9y9	affected_individuals
hoping my love @maddy_shea and all other calgarians are staying safe #abflood #yycflood	sympathy_prayers
rt @shawtvcalgary: the calgary zoo moved the lions and tigers to cells at the calgary court house. yes - you read that correctly! #yycflood	donations_volunteering
rt @alex_ruiz: oh calgary :( -- before/after downtown calgary. 9th ave se at 4th st #yycflood  http://t.co/fjnmqvi5sh via @alaindupere @wea…	infrastructure_utilities
#yycflood sunday, june 23 st. anthony catholic church 60th anniversary picnic cancelled; retweet if possible	infrastructure_utilities
rt @markscscott: calgary flood from my balcony in mission. now - high. #yycflood http://t.co/gclabem5tp	other_useful_info
@fan960steinberg build the next arena on higher ground? #flames #yycflood	caution_advice
rt @dinnerwithjulie: zoo bridge. yesterday was 5' - just graded it at 12.5' #yycflood http://t.co/t7hvxik6su	infrastructure_utilities
rt @kaleighrogers: a 15-year-old high river boy is missing due to the flood. call police if you see eric st. denis #abflood #yycflood http:…	affected_individuals
rt @pdriscolltbt: photo: the red circle is the train tunnel into downtown #calgary. #yycflood http://t.co/5zgg6lobdd - @christiefaber	infrastructure_utilities
city says there is no concern over drinking water quality at this time; water supply remains unchanged. #yycflood	caution_advice
rt @josecanseco: heart goes out to the flood victims in alberta.  praying for the rain to stop	sympathy_prayers
mt “@trupermcbride: cochrane ems working with regional emrgncy agencies-- no bridge closures, no boil water advisory” #abflood	infrastructure_utilities
our thoughts are with everyone in alberta effected by the #yycflood. #staysafe	sympathy_prayers
rt @metro_katie: once again, downtown calgary will be evacuated as more buildings become compromised by flooding. #yycflood #abflood	infrastructure_utilities
rt @paygeers_t: you hear about flooding all the time but it's surreal when it's happening at home #yycflood #prayforyyc	other_useful_info
rt @banffcoffeehous: #abflood #canmore #volunteers -  the book store on main street is flooding &amp; needs volunteers help moving books. talk …	donations_volunteering
mt @sunrenatogandia: zoo animals needed to be moved out of the zoo, some in place: not gone to jail as said earlier city #yycflood	other_useful_info
i think we should dub this day alberta- geddon. who's with me? #yycflood	other_useful_info
rt @weathernetwork: rt @irisheagle before/after downtown calgary. 9th ave se at 4th st #yycflood #yyc via @alaindupere: http://t.co/kdie5zn…	other_useful_info
rt @cityofcalgary: for your safety please stay away from all waterways at this time. they can be very dangerous #yycflood	caution_advice
water still rising in the east village... up to the stairs of orange lifts entrance #yycflood http://t.co/cbhevzgwbf	infrastructure_utilities
rt @alex_ruiz: oh, that's scary :( rt @jdasilva4 took soaking wet walk to reservoir. overflowing, as expected. #yycflood #abflood http://t.…	other_useful_info
@thinkads can't remember when i've seen so many evacs. hope everyone is safe on your end #abflood	sympathy_prayers
rt @wearealberta: a picture from the stampede grounds #abflood #yyc http://t.co/ol5txrv3j2	infrastructure_utilities
rt @enmax: cema has directed certain outages in the downtown core. cema will advise @enmax when it is safe to restore power. #yycflood	infrastructure_utilities
i hope they got all the animals out of the calgary zoo #yycflood	sympathy_prayers
rt @bpincott: @aldjohnmar &amp; i helping to evacuate 125 people from @innfromthecold. no heat, water or power  #yycflood http://t.co/blljzhew…	donations_volunteering
rt @calgarypolice: please note, quarry park is flooded and we are not allowing people into that community #yycflood	caution_advice
unbelievable #yycflood “@x929: water up to row 14 at saddledome. #theshow”	infrastructure_utilities
rt @mcccan: mennonite disaster service is monitoring the #flooding in #alberta to see how they can respond. to donate go to http://t.co/zfy…	donations_volunteering
rt @waynerama: my feet are in #vancouver but my heart is with #alberta. good vibes and love to those affected by the flood. #mrmrs	sympathy_prayers
rt @maddie_alvarez: watching the news right now is like watching a horror film😓#abflood #yycflood	sympathy_prayers
rt @cfhorgan: footage of a tree falling into the bow near memorial dr. https://t.co/hmhfcqcdqh #yycflood #abflood	infrastructure_utilities
rt @cityofcalgary: there is no boil water advisory in place. our water treatment plans are uncomprimised and quality remains high #yycflood	infrastructure_utilities
today was the summer solstice.... #yycflood http://t.co/gcprpsq7bg	other_useful_info
so impressed with how calgary is handling this flood! emergency services, city officials, their staff &amp; media are keeping us well informed!	sympathy_prayers
:( @eits: our show at the sled island festival has been cancelled due to flooding. stay safe, calgary. #sledisland http://t.co/iuiuyo2ckr	other_useful_info
rt @jengerson: very wet. #yycflood http://t.co/rvvapz4cib	other_useful_info
rt @anaheimducks: our thoughts are with the @nhlflames and everyone affected by the #yycflood! stay safe!	sympathy_prayers
rt @calgarypolice: @edmontonpolice arrive in #yyc to offer assistance to the citizens of calgary. #yycflood thank you #yeg http://t.co/ujdx…	donations_volunteering
western canada hit by heavy flooding: as many as 100,000 people have fled their homes as heavy floods wash awa... http://t.co/xggjnegfcq	affected_individuals
rt @sunnewsnetwork: alberta premier alison redford calls flooding ‘absolutely tragic’ http://t.co/0medpgf7wd #yycflood #abflood #abpoli	other_useful_info
not living in an evacuation are? that's a good thing. #yycflood	other_useful_info
i would like to see all this craziness. #yycflood	not_applicable
@misslukasha i'm concerned for your safety due to flooding. hope your ok. i believe your near calgary. i seen saddledome is flooded	sympathy_prayers
i am about to fly from #yxe to #yyc. i will be curious to see how horrible the flooding looks from the air. fingers crossed for #calgary.	infrastructure_utilities
rt @mookalicious: this pic of an awesome firefighter in mission needs to go viral.  please share! #abflood http://t.co/h1yf3rhjzs	donations_volunteering
rt @laylaaaac: we've been seeing floods happen around the world, but once it hits your city it really hits the heart 😕#yycflood #prayforcal…	sympathy_prayers
rt @allisonjones_cp: momo news! cat is safe (so is owner) after watery escape from truck in #yycflood: http://t.co/ylemb0affc by @ploriggio…	affected_individuals
rt @stevethegrunt: awesome rt @missson: this pic of an awesome firefighter in mission needs 2 go viral.  pls share! #abflood http://t.co/jz…	donations_volunteering
rt @mookalicious: this pic of an awesome firefighter in mission needs to go viral.  please share! #abflood http://t.co/h1yf3rhjzs	other_useful_info
rt @telus: rt @tgreenc: free local, long distance &amp; text mess for evac'd @telus customers in #abflood limit calls to keep lines open for 1s…	donations_volunteering
rt @markusoff: breanne waggott catches a fish outside her home in bridgeland, several blocks from river. #yycflood foraging. http://t.co/fl…	other_useful_info
the floods in calgary are crazy 😧	other_useful_info
@ymca_calgary glad to see all partners at south fish creek recreation association coming together to welcome evacuees. #yycflood #staysafe	donations_volunteering
saw this earlier today by the curling club...#yycflood http://t.co/qwkggnsauv	infrastructure_utilities
stay safe, #yyc friends #abflood	sympathy_prayers
rt @betheed: #yycflood east elbow park http://t.co/efvk63yu7u	infrastructure_utilities
rt @davidsuzukifdn: is alberta flooding a sign of climate change? http://t.co/4e8hzjb6sc	other_useful_info
rt @jianghomeshi: canadian red cross has set up a direct way to help out re #alberta floods. donate here - https://t.co/quonhjeo6k #yycfloo…	donations_volunteering
rt @calgarypolice: list of current road closures #yycflood #yyc http://t.co/2rljcwzhie	infrastructure_utilities
rt @ap: flooding forces downtown evacuation of canadian city of calgary, forces 75,000 from their homes: http://t.co/ydoqnce7rw -mm	affected_individuals
rt @andrewmcintyre: air shot of the extent of the zoo flooding: http://t.co/meaixyxipl #yyc #yycflood	infrastructure_utilities
rt @989jetfm: here's how you can help out our provincial neighbours in #alberta: http://t.co/dot2dtouem - matt #abflood	donations_volunteering
military to help calgary, southern alberta cope with record floods: the city of calgary in the oil-rich provin... http://t.co/cudaa3zzov	donations_volunteering
rt @ciawesome: calgary, we love your community spirit, but the best way to help is to stay home and off the roads! #yycflood #abflood #yych…	sympathy_prayers
@alwayslyndsay check out the city's blog for critical updates on affected areas http://t.co/va1up2t8me #yycflood	caution_advice
@lisaostrikoff: rt @cityofcalgary: there is no boil water advisory in effect. #yyc water quality good #yycflood yet!	caution_advice
rt @dorrief: “@mookalicious: this pic of an awesome firefighter in mission needs to go viral.  please share! #abflood http://t.co/smxbv3f7b…	other_useful_info
